001,F,2,L,N,10,3
002,F,2,H,Y,10,3
003,F,2,L,Y,10,3
004,F,2,L,Y,10,2
005,G,2,H,Y,10,3
006,F,2,H,Y,10,3
007,A,1,H,N,10,1
008,F,2,L,N,10,3
009,A,1,H,Y,1,3
010,F,2,L,Y,10,2
011,G,1,H,Y,10,3
012,A,1,H,Y,1,3
013,F,2,L,Y,7,3
014,A,1,L,Y,10,2
015,A,1,H,N,10,3
016,A,2,L,Y,1,3
017,F,1,L,Y,10,3
018,F,1,H,Y,10,3
019,F,2,L,Y,10,3
020,F,2,L,Y,10,3
021,G,1,H,Y,10,3
022,F,2,L,N,10,2
023,A,1,H,Y,10,1
024,A,1,H,Y,10,3
025,F,1,L,N,10,3
026,F,2,L,N,10,2
027,A,1,H,Y,10,3
028,A,2,H,N,10,2
029,G,1,L,Y,10,2
030,F,2,L,N,10,3
031,F,2,L,N,10,3
032,F,2,L,N,10,2
033,F,2,L,Y,1,2
034,F,1,L,N,10,2
035,A,2,L,Y,10,3
036,A,1,H,Y,10,3
037,F,1,L,Y,10,1
038,A,1,H,Y,10,3
039,A,1,L,Y,10,1
040,G,2,H,Y,10,1
041,A,1,H,Y,10,3
042,F,2,L,Y,10,2
043,F,2,L,Y,10,1
044,F,2,L,Y,10,1
045,A,1,L,N,10,1
046,G,1,H,Y,10,3
047,F,2,L,N,9,3
048,A,2,H,Y,1,1
049,F,2,L,N,10,3
050,A,1,H,Y,10,3
051,A,1,L,Y,10,2
052,A,1,H,Y,10,2
053,F,2,L,Y,10,3
054,F,2,L,N,10,3
055,A,1,H,N,10,3
056,F,1,L,Y,10,2
057,A,1,H,Y,10,1
058,F,2,L,Y,10,2
059,F,2,L,Y,10,1
060,F,2,L,N,10,3
061,G,1,H,Y,10,3
062,A,1,H,Y,10,1
063,A,1,L,Y,10,3
064,F,2,L,Y,10,3
065,F,2,H,Y,10,3
066,A,2,H,Y,10,1
067,A,1,L,N,10,2
068,A,2,H,Y,10,1
069,F,2,L,N,10,2
070,F,2,L,Y,7,3
071,F,2,L,N,10,1
072,A,2,H,N,10,1
073,F,2,L,Y,10,3
074,A,2,H,N,10,3
075,F,2,L,Y,10,2
076,A,1,H,N,10,3
077,F,2,L,N,10,3
078,G,1,H,Y,10,3
079,G,1,H,Y,10,2
080,F,2,L,Y,10,1
081,G,1,L,Y,10,1
082,F,2,L,Y,10,2
083,F,2,L,N,10,3
084,A,1,H,N,10,1
085,G,2,H,Y,10,3
086,A,1,H,Y,10,3
087,A,2,L,Y,10,3
088,G,1,H,Y,10,3
089,F,2,L,Y,10,1
090,F,2,L,Y,10,3
091,F,2,H,Y,10,1
092,F,2,L,Y,1,1
093,F,2,L,Y,10,3
094,A,1,H,Y,10,1
095,A,2,H,Y,10,2
096,A,1,H,Y,10,2
097,A,1,L,Y,10,2
098,F,2,L,N,10,2
099,F,1,L,Y,1,3
100,A,2,L,Y,10,1
101,F,2,H,Y,10,1
102,F,1,L,N,9,3
103,G,1,H,N,10,3
104,F,1,L,Y,10,3
105,G,1,H,Y,10,2
106,F,2,L,N,10,2
107,A,1,H,Y,10,3
108,F,2,L,Y,10,3
109,A,1,H,Y,10,1
110,G,1,L,Y,10,1
111,A,2,H,Y,10,3
112,G,1,H,Y,1,2
113,F,2,L,N,10,2
114,A,2,H,Y,10,1
115,G,1,H,Y,10,2
116,F,2,H,Y,10,3
117,F,2,L,N,10,1
118,F,1,L,Y,1,2
119,F,2,L,Y,10,3
120,F,2,L,Y,10,2
121,G,1,L,N,10,1
122,G,1,H,Y,10,1
123,F,2,L,Y,10,3
124,F,2,H,Y,4,2
